dataset,classifier,hyperparameters,test_mcc,test_mcc_stdev,test_accuracy,test_accuracy_stdev,test_recall,test_recall_stdev,test_specificity,test_specificity_stdev,test_gm,test_gm_stdev,test_uar,test_uar_stdev,test_bm,test_bm_stdev
2045,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.700177,0.069086,0.853442,0.033442,0.899648,0.039416,0.790605,0.06147,0.842466,0.036854,0.845127,0.0354,0.690254,0.0708
7083,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 125}",0.677941,0.075016,0.842533,0.03636,0.881618,0.043239,0.789372,0.06374,0.833261,0.039282,0.835495,0.038136,0.67099,0.076273
7166,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 75}",0.699559,0.068848,0.853099,0.033388,0.894495,0.039761,0.796799,0.06175,0.843321,0.036673,0.845647,0.035354,0.691295,0.070707
213,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 75}",0.691092,0.07103,0.848955,0.034431,0.889023,0.041696,0.794456,0.061505,0.839492,0.037341,0.84174,0.036142,0.683479,0.072284
8189,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.689043,0.070637,0.848063,0.03425,0.893347,0.040079,0.78648,0.062611,0.837283,0.03772,0.839914,0.036253,0.679828,0.072506
6076,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 125}",0.696953,0.069475,0.851935,0.033691,0.897636,0.038945,0.789782,0.061548,0.841102,0.037194,0.843709,0.035724,0.687417,0.071448
2812,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150}",0.696456,0.07122,0.851559,0.034609,0.891874,0.041723,0.796721,0.061488,0.842047,0.037503,0.844298,0.036297,0.688595,0.072594
7861,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 150}",0.699072,0.069963,0.852892,0.033909,0.89779,0.040223,0.791829,0.06146,0.842248,0.037116,0.84481,0.035774,0.68962,0.071548
7550,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 175}",0.689101,0.070773,0.848053,0.034349,0.893527,0.04111,0.786186,0.062432,0.837194,0.037619,0.839857,0.036222,0.679713,0.072444
5847,random_forest,"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 6, 'classifier__n_estimators': 150}",0.6987,0.06887,0.852714,0.033403,0.898184,0.039652,0.790865,0.061863,0.841897,0.036838,0.844525,0.035386,0.68905,0.070773
